id,repo_name,filename,line_number,column_number,issue_text,code,severity,confidence,cwe,found_by_count,all_sources,source,tool_issue_id,tool_test_name,combined_tool_ids,is_duplicate
1464,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,280,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"279     routes = []
280     pseudo_random_generator = random.Random()
281",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1465,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,519,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"518     refund_pkey, refund_address = factories.make_privkey_address()
519     prng = random.Random()
520",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1466,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,923,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"922 
923     pseudo_random_generator = random.Random()
924",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1467,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,997,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"996     amount = UNIT_TRANSFER_AMOUNT * 2
997     pseudo_random_generator = random.Random()
998     channels = factories.make_channel_set_from_amounts([amount, 0])",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1468,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,1128,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1127     block_hash = factories.make_block_hash()
1128     pseudo_random_generator = random.Random()
1129     setup = setup_initiator_tests(amount=UNIT_TRANSFER_AMOUNT * 2, block_number=block_number)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1469,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,1278,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1277     block_hash = factories.make_block_hash()
1278     pseudo_random_generator = random.Random()
1279     setup = setup_initiator_tests(amount=UNIT_TRANSFER_AMOUNT * 2, block_number=block_number)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1470,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,1371,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1370     refund_pkey, refund_address = factories.make_privkey_address()
1371     prng = random.Random()
1372",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1471,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,1564,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1563     refund_pkey, refund_address = factories.make_privkey_address()
1564     pseudo_random_generator = random.Random()
1565",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1472,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,1770,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1769 
1770     prng = random.Random()
1771",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1473,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_initiatorstate.py,1826,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1825     refund_pkey, refund_address = factories.make_privkey_address()
1826     pseudo_random_generator = random.Random()
1827",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1474,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,219,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"218     balance = TokenAmount(10)
219     pseudo_random_generator = random.Random()
220",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1475,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,334,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"333     """"""
334     pseudo_random_generator = random.Random()
335     setup = factories.make_transfers_pair(3)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1476,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,385,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"384     """"""When the secret is not known there is nothing to do.""""""
385     pseudo_random_generator = random.Random()
386",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1477,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,401,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"400     payee_secret_known = (""payee_secret_revealed"", ""payee_contract_unlock"", ""payee_balance_proof"")
401     pseudo_random_generator = random.Random()
402",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1478,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,424,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"423     """"""
424     pseudo_random_generator = random.Random()
425",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1479,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,491,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"490     """"""
491     pseudo_random_generator = random.Random()
492",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1480,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,525,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"524     """"""
525     pseudo_random_generator = random.Random()
526",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1481,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,547,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"546     """"""Nothing to do if the secret is not known.""""""
547     pseudo_random_generator = random.Random()
548     setup = factories.make_transfers_pair(3, block_number=1)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1482,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,564,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"563     """"""The balance proof should not be sent if the lock has expired.""""""
564     pseudo_random_generator = random.Random()
565     setup = factories.make_transfers_pair(4, block_number=1)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1483,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,688,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"687 def secret_learned_setup():
688     pseudo_random_generator = random.Random()
689     channels = mediator_make_channel_pair()",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1484,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,762,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"761         addresses_to_channel=setup.channels.addresses_to_channel(),
762         pseudo_random_generator=random.Random(),
763         block_number=BlockNumber(5),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1485,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,796,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"795     block_number = BlockNumber(5)
796     pseudo_random_generator = random.Random()
797",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1486,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,861,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"860         },
861         pseudo_random_generator=random.Random(),
862         payer_transfer=payer_transfer,",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1487,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,896,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"895         addresses_to_channel=channels.addresses_to_channel(),
896         pseudo_random_generator=random.Random(),
897         block_number=BlockNumber(1),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1488,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,932,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"931         addresses_to_channel=channels.addresses_to_channel(),
932         pseudo_random_generator=random.Random(),
933         block_number=BlockNumber(1),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1489,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,941,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"940 def test_mediator_secret_reveal_empty_hash():
941     pseudo_random_generator = random.Random()
942",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1490,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1027,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1026         addresses_to_channel=channels.addresses_to_channel(),
1027         pseudo_random_generator=random.Random(),
1028         block_number=BlockNumber(1),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1491,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1094,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1093         addresses_to_channel=channels.addresses_to_channel(),
1094         pseudo_random_generator=random.Random(),
1095         block_number=BlockNumber(1),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1492,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1132,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1131     block_number = BlockNumber(1)
1132     pseudo_random_generator = random.Random()
1133",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1493,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1297,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1296     block_number = BlockNumber(5)
1297     pseudo_random_generator = random.Random()
1298",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1494,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1368,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1367 def test_mediate_transfer_with_maximum_pending_transfers_exceeded():
1368     pseudo_random_generator = random.Random()
1369",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1495,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1446,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1445     block_number = BlockNumber(5)
1446     pseudo_random_generator = random.Random()
1447",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1496,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1501,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1500     block_hash = factories.make_block_hash()
1501     pseudo_random_generator = random.Random()
1502",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1497,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1586,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1585 def test_mediator_lock_expired_with_receive_lock_expired():
1586     pseudo_random_generator = random.Random()
1587",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1498,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1670,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1669     """"""
1670     pseudo_random_generator = random.Random()
1671     channels, transfer, balance_proof, expiration = setup()",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1499,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1741,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1740     expiration = 30
1741     pseudo_random_generator = random.Random()
1742",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1500,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1879,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1878 
1879     pseudo_random_generator = random.Random()
1880",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1501,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1927,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1926         addresses_to_channel=channels.addresses_to_channel(),
1927         pseudo_random_generator=random.Random(),
1928         block_number=BlockNumber(1),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1502,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1945,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1944         addresses_to_channel=channels.addresses_to_channel(),
1945         pseudo_random_generator=random.Random(),
1946         block_number=BlockNumber(2),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1503,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1971,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1970 
1971     pseudo_random_generator = random.Random()
1972     channels = mediator_make_channel_pair()",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1504,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,2025,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"2024         payee_channel=channels[1],
2025         pseudo_random_generator=random.Random(),
2026         block_number=BlockNumber(2),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1505,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,2177,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"2176     )
2177     prng = random.Random()
2178     block_hash = factories.make_block_hash()",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1506,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate_regression.py,51,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"50     block_number = 5
51     pseudo_random_generator = random.Random()
52",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1507,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate_regression.py,124,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"123     """"""
124     pseudo_random_generator = random.Random()
125",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1508,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate_regression.py,185,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"184     """"""
185     pseudo_random_generator = random.Random()
186",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1509,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate_regression.py,285,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"284     """"""
285     pseudo_random_generator = random.Random()
286",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1510,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate_regression.py,384,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"383     """"""
384     pseudo_random_generator = random.Random()
385",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1511,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,76,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"75 ):
76     pseudo_random_generator = pseudo_random_generator or random.Random()
77     channels = make_channel_set(",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1512,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,181,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"180     block_number = 1
181     pseudo_random_generator = random.Random()
182",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1513,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,221,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"220     block_number = 1
221     pseudo_random_generator = random.Random()
222",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1514,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,428,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"427         channel_state=setup.channel,
428         pseudo_random_generator=random.Random(),
429         block_number=new_block.block_number,",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1515,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,461,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"460     initiator = factories.make_address()
461     pseudo_random_generator = random.Random()
462",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1516,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,532,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"531     balance_proof_state_change = ReceiveUnlock(
532         message_identifier=random.randint(0, UINT64_MAX),
533         secret=UNIT_SECRET,",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1517,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,551,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"550     block_number = 1
551     pseudo_random_generator = random.Random()
552",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1518,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,587,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"586     block_number = 1
587     pseudo_random_generator = random.Random()
588",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1519,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,656,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"655     block_number = 1
656     pseudo_random_generator = random.Random()
657",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1520,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/test_channel.py,89,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"88     block_hash = make_block_hash()
89     pseudo_random_generator = random.Random()
90",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1521,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/test_channel.py,167,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"166 def test_channel_cleared_after_our_unlock():
167     pseudo_random_generator = random.Random()
168     our_model, _ = create_model(balance=700, num_pending_locks=1)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1522,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/test_channel.py,359,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"358     )
359     pseudo_random_generator = random.Random()
360     block = Block(block_number=90, gas_limit=100000, block_hash=factories.make_block_hash())",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1523,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/test_channel.py,418,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"417 def test_update_channel_reveal_timeout():
418     pseudo_random_generator = random.Random()
419     channel_state = factories.create(",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1524,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/test_source_routing.py,192,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"191         mediating_channel = channel_set.channels[0]
192         pnrg = random.Random()
193",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1525,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/test_source_routing.py,347,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"346 def test_mediator_skips_used_routes():
347     prng = random.Random()
348     block_number = 3",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1526,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,174,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"173 def make_uint256() -> int:
174     return random.randint(0, UINT256_MAX)
175",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1527,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,182,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"181 def make_uint64() -> int:
182     return random.randint(0, UINT64_MAX)
183",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1528,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,194,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"193 def make_token_amount() -> TokenAmount:
194     return TokenAmount(random.randint(0, UINT256_MAX))
195",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1529,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,198,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"197 def make_withdraw_amount() -> WithdrawAmount:
198     return WithdrawAmount(random.randint(0, UINT256_MAX))
199",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1530,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,202,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"201 def make_payment_amount() -> PaymentAmount:
202     return PaymentAmount(random.randint(0, UINT256_MAX))
203",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1531,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,206,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"205 def make_balance() -> Balance:
206     return Balance(random.randint(0, UINT256_MAX))
207",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1532,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,210,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"209 def make_block_number() -> BlockNumber:
210     return BlockNumber(random.randint(0, UINT256_MAX))
211",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1533,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,214,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"213 def make_block_timeout() -> BlockTimeout:
214     return BlockTimeout(random.randint(0, UINT256_MAX))
215",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1534,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,218,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"217 def make_block_expiration_number() -> BlockExpiration:
218     return BlockExpiration(random.randint(0, UINT256_MAX))
219",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1535,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,222,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"221 def make_chain_id() -> ChainID:
222     return ChainID(random.randint(0, UINT64_MAX))
223",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1536,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,226,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"225 def make_message_identifier() -> MessageID:
226     return MessageID(random.randint(0, UINT64_MAX))
227",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1537,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,230,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"229 def make_bytes(length: int) -> bytes:
230     return bytes("""".join(random.choice(string.printable) for _ in range(length)), encoding=""utf-8"")
231",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1538,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,315,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"314     return HashTimeLockState(
315         amount=random.randint(0, UINT256_MAX),
316         expiration=random.randint(0, UINT64_MAX),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102,True
1539,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,1388,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1387     lock_expiration = block_number + UNIT_REVEAL_TIMEOUT * 2
1388     pseudo_random_generator = random.Random()
1389     transfers_pairs = []",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
